sample,GPSC
ERR900701,254
ERR925274,254
ERR1065230,254
ERR925128,254
ERR909049,276
ERR909323,276
ERR925261,276
ERR1065175,276
ERR1065271,243
ERR1065134,243
ERR925231,243
ERR925364,243
ERR909102,194
ERR908857,194
ERR1066136,194
ERR925089,194
ERR1065398,258
ERR1065527,258
ERR1065277,163
ERR913499,20
ERR1065308,305
ERR1065944,305
ERR1065791,305
ERR1065664,255
ERR1065926,255
ERR909261,255
ERR925186,278
ERR925253,278
ERR913112,242
ERR913071,242
ERR913069,242
ERR909015,201
ERR1065964,200
ERR1065728,200
ERR1065524,200
ERR909095,145
ERR909263,145
ERR913117,301
ERR900664,301
ERR1066055,102
ERR1065897,102
ERR925131,123
ERR1065280,83
ERR1065913,168
ERR1066050,238
ERR909022,358
ERR900731,329
ERR1065817,253
ERR1065647,355
ERR1066202,330
ERR1065849,515
ERR1065785,514
ERR1065711,513
ERR1065695,512
ERR1065438,506
ERR1065380,505
ERR1065283,504
ERR925173,306
ERR925389,473
ERR925341,49
ERR925115,45
ERR925112,471
ERR913564,470
ERR913091,469
ERR909237,468
ERR909209,467
ERR900695,466
ERR1065768,304
ERR908916,280
